id_movimiento,tipo_movimiento,codigo,cantidad,fecha,comprobante,cliente_proveedor,retira_responsable
MOV-01309,Salida,88290014-484,1,2026-02-11,,MACCHIAROLA S.A,MATIAS
MOV-01310,Salida,PURGA AUTOMATICA,1,2026-02-11,Rº18725,MACCHIAROLA S.A,MATIAS
MOV-01311,Salida,02250215-621,1,2026-02-11,Rº18716,TIT CAN GROSS S.A,MATIAS
MOV-01312,Salida,02250193-571,3,2026-02-12,Rº18728,REFINERIA DEL CENTRO S.A,MATIAS
MOV-01313,Salida,02250193-593,3,2026-02-12,,REFINERIA DEL CENTRO S.A,MATIAS
MOV-01314,Salida,02250226-353,1,2026-02-12,Rº18729,CENTRAL BIOELECTRICA UNO S.A.U,MATIAS
MOV-01315,Salida,FF149,1,2026-02-17,R/I,SUELO NIVEL S.R.L,GABRIEL
MOV-01316,Salida,LF16011,1,2026-02-17,,SUELO NIVEL S.R.L,GABRIEL
MOV-01317,Salida,HF9500,1,2026-02-17,,SUELO NIVEL S.R.L,GABRIEL
MOV-01318,Salida,KC18,1,2026-02-17,,SUELO NIVEL S.R.L,GABRIEL
MOV-01319,Salida,VP-799/S,1,2026-02-17,,SUELO NIVEL S.R.L,GABRIEL
MOV-01320,Salida,VP-799,1,2026-02-17,,SUELO NIVEL S.R.L,GABRIEL
MOV-01321,Salida,FF5272,1,2026-02-17,,SUELO NIVEL S.R.L,GABRIEL
MOV-01322,Salida,FS19914,1,2026-02-17,,SUELO NIVEL S.R.L,GABRIEL
MOV-01323,Salida,02250152-670,1,2026-02-18,R/I,MANISUR,MANUEL
MOV-01324,Salida,P5113,1,2026-02-18,,SUELO NIVEL S.R.L,MATIAS
MOV-01325,Salida,LF3400,1,2026-02-18,,SUELO NIVEL S.R.L,MATIAS
MOV-01326,Salida,HF35305,1,2026-02-18,,SUELO NIVEL S.R.L,MATIAS
MOV-01327,Salida,J3543R,1,2026-02-18,,SUELO NIVEL S.R.L,MATIAS
MOV-01328,Salida,88290018-640,1,2026-02-18,R/I,PABLO FEDERICO COMPR. REP. TALLER,MANUEL
MOV-01329,Salida,VP-2709/S,1,2026-02-19,,SUELO NIVEL S.R.L,YASMIN
MOV-01330,Salida,02250215-621,1,2026-02-20,Rº18733,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01331,Salida,02250155-709,1,2026-02-20,,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01332,Salida,02250127-684,1,2026-02-20,,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01333,Salida,250022-669,1,2026-02-20,,FERNANDEZ HERMANOS S.A,MATIAS
MOV-01334,Salida,02250194-972,1,2026-02-20,Rº18723,BARBERO S.A.,MATIAS
MOV-01335,Salida,KC647D,1,2026-02-20,R/I,MUNI MALAGUEÑO SERV TALLER,DARIO
MOV-01336,Salida,AL12,1,2026-02-20,,MUNI MALAGUEÑO SERV TALLER,DARIO
MOV-01337,Salida,OC502,1,2026-02-20,,MUNI MALAGUEÑO SERV TALLER,DARIO
MOV-01338,Salida,KC188,1,2026-02-20,,MUNI MALAGUEÑO SERV TALLER,DARIO
MOV-01339,Salida,LXS261,1,2026-02-20,,MUNI MALAGUEÑO SERV TALLER,DARIO
MOV-01340,Salida,LX1070,1,2026-02-20,,MUNI MALAGUEÑO SERV TALLER,DARIO
MOV-01341,Salida,02250078-204,1,2026-02-20,Oficina,KATE,MANUEL
MOV-01342,Salida,250019-453,1,2026-02-20,R/I,MANISUR SERV TALLER.,DAVID
MOV-01343,Salida,02250092-081,1,2026-02-20,,MANISUR SERV TALLER.,DAVID
MOV-01344,Salida,02250155-709,1,2026-02-20,SERV,MANISUR SERV TALLER.,DAVID
MOV-01345,Salida,02250215-621,1,2026-02-20,,MANISUR SERV TALLER.,DAVID
MOV-01346,Salida,02250127-684,1,2026-02-20,ENTREPISO,MANISUR SERV TALLER.,DAVID
MOV-01347,Salida,02250100-042,1,2026-02-20,,MANISUR SERV TALLER.,DAVID
MOV-01348,Salida,022500137-895,1,2026-02-23,Rº18734,COTA S.A,MATIAS
MOV-01349,Salida,250025-525,1,2026-02-23,,COTA S.A,MATIAS
MOV-01350,Salida,040899RA,1,2026-02-23,,COTA S.A,MATIAS
MOV-01351,Salida,250022-669,1,2026-02-23,,COTA S.A,MATIAS
MOV-01352,Salida,88290014-485,15,2026-02-23,,COTA S.A,MATIAS
MOV-01353,Salida,88290014-485,1,2026-02-23,R/I,KHATE / TALLER,MATIAS
MOV-01354,Salida,88290014-484,1,2026-02-23,,KHATE / TALLER,MATIAS
MOV-01355,Salida,*049905,1,2026-02-23,R/I,MANISUR / TALLER,DAVID
MOV-01356,Salida,02250194-922,1,2026-02-24,Rº18738,AGROMANI S.A,MATIAS
MOV-01357,Salida,02250194-924,1,2026-02-24,,AGROMANI S.A,MATIAS
MOV-01358,Salida,FF5421,1,2026-02-24,,AM CORDOBA,MATIAS
MOV-01359,Salida,LF3970,1,2026-02-24,,AM CORDOBA,MATIAS
MOV-01360,Salida,V719,1,2026-02-24,,AM CORDOBA,MATIAS
MOV-01361,Salida,V720,1,2026-02-24,,AM CORDOBA,MATIAS
MOV-01362,Salida,4T-GX-3402,1,2026-02-24,,COMAR,MATIAS
MOV-01363,Salida,VP-1748,1,2026-02-24,R/I,BOLSA DE CEREALES,MATIAS
MOV-01364,Salida,VP-1748/S,1,2026-02-24,,BOLSA DE CEREALES,MATIAS
MOV-01365,Salida,G-1316,1,2026-02-24,,BOLSA DE CEREALES,MATIAS
MOV-01366,Salida,´004115,1,2026-02-24,,BOLSA DE CEREALES,MATIAS
MOV-01367,Salida,CC2848,2,2026-02-24,,BOLSA DE CEREALES,MATIAS
MOV-01368,Salida,KX24,1,2026-02-24,,BOLSA DE CEREALES,MATIAS
MOV-01369,Salida,250018-427,2,2026-02-25,Rº18739,ARKON S.A,MATIAS
MOV-01370,Salida,88290015-890,1,2026-02-25,,ARKON S.A,MATIAS
MOV-01371,Salida,88290015-891,1,2026-02-25,,ARKON S.A,MATIAS
MOV-01372,Salida,02250215-621,1,2026-02-25,Rº18743,GRUPO ALIMENTICIO S.A,MATIAS
MOV-01373,Salida,02250155-709,1,2026-02-25,,GRUPO ALIMENTICIO S.A,MATIAS
MOV-01374,Salida,02250127-684,1,2026-02-25,,GRUPO ALIMENTICIO S.A,MATIAS
MOV-01375,Salida,250022-669,4,2026-02-25,Rº18744,BIOFARMA S.A,MATIAS
MOV-01376,Salida,02250193-535,2,2026-02-25,Rº18742,REFINERIA DEL CENTRO S.A,MATIAS
MOV-01377,Salida,02250193-567,1,2026-02-25,Rº18741,LUMETAL,DAVID
MOV-01378,Salida,02250193-589,1,2026-02-25,,LUMETAL,DAVID
MOV-01379,Salida,88290014-484,1,2026-02-25,,LUMETAL,DAVID
MOV-01380,Salida,88290014-485,1,2026-02-25,,LUMETAL,DAVID
MOV-01381,Salida,250025-526,1,2026-02-25,Rº18740,CAPYC COOP LTDA,DAVID
MOV-01382,Salida,´000098,1,2026-02-25,,CAPYC COOP LTDA,DAVID
MOV-01383,Salida,LF3345,1,2026-02-25,R/I,CLARO / TALLER,MATIAS
MOV-01384,Salida,FS1280,1,2026-02-25,,CLARO / TALLER,MATIAS
MOV-01385,Salida,FF5052,1,2026-02-25,,CLARO / TALLER,MATIAS
MOV-01386,Salida,FF5580,4,2026-02-26,Rº18746,ACEITERA GENERAL DEHEZA S.A,MATIAS
MOV-01387,Salida,FS19732,4,2026-02-26,,ACEITERA GENERAL DEHEZA S.A,MATIAS
MOV-01388,Salida,88290014-484,1,2026-02-26,Rº18745,ALL PACK S.A,MATIAS
MOV-01389,Salida,88290014-485,1,2026-02-26,,ALL PACK S.A,MATIAS
MOV-01390,Salida,88290017-056,6,2026-02-26,,ALL PACK S.A,MATIAS
MOV-01391,Salida,88290015-219,1,2026-02-26,Rº18747,ESTANCIA SAN RAMON S.A,MATIAS
MOV-01392,Salida,88290014-484,2,2026-02-26,,ESTANCIA SAN RAMON S.A,MATIAS
MOV-01393,Salida,88290014-485,2,2026-02-26,,ESTANCIA SAN RAMON S.A,MATIAS
MOV-01394,Salida,WF2074,1,2026-02-26,Rº18748,INGERSOLL ARGENTINA S.A,MATIAS
MOV-01395,Salida,CC2848,1,2026-02-26,,INGERSOLL ARGENTINA S.A,MATIAS
MOV-01396,Salida,OC534,1,2026-02-27,R/I,MUNI MALAGUEÑO SERV TALLER,MATIAS
MOV-01397,Salida,250034-087,1,2026-02-27,Rº18750,VIAL RG S.A,MATIAS
MOV-01398,Salida,PURGA AUTOMATICA,1,2026-03-02,R/I,PALMAR / REPARACIÓN TALLER,DIEGO
MOV-01399,Salida,02250193-594,1,2026-03-02,,PALMAR / REPARACIÓN TALLER,DIEGO
MOV-01400,Salida,02250193-572,1,2026-03-02,,PALMAR / REPARACIÓN TALLER,DIEGO
MOV-01401,Salida,250022-669,3,2026-03-02,Rº18753,INGERSOLL ARGENTINA S.A,MATIAS
MOV-01402,Salida,LXS261,1,2026-03-02,R/I,AM CORDOBA / REP TALLER PRENSA ITM990,MATIAS
MOV-01403,Salida,LX1070,1,2026-03-02,,AM CORDOBA / REP TALLER PRENSA ITM991,MATIAS
MOV-01404,Salida,R90-30M,1,2026-03-02,,AM CORDOBA / REP TALLER PRENSA ITM992,MATIAS
MOV-01405,Salida,KX67/2D,1,2026-03-02,,AM CORDOBA / REP TALLER PRENSA ITM993,MATIAS
MOV-01406,Salida,OX174D,1,2026-03-02,,AM CORDOBA / REP TALLER PRENSA ITM994,MATIAS
MOV-01407,Salida,FS19732,1,2026-03-02,,AM CORDOBA / REP TALLER PRENSA ITM995,MATIAS
MOV-01408,Salida,S00301-238,2,2026-03-02,Rº18754,MAGLIONE HNOS Y CIA S.A,MATIAS
MOV-01409,Salida,02250215-621,2,2026-03-03,Rº18755,JUAN BLANGINO,MATIAS
MOV-01410,Salida,02250155-709,2,2026-03-03,,JUAN BLANGINO,MATIAS
MOV-01411,Salida,02250127-684,2,2026-03-03,,JUAN BLANGINO,MATIAS
MOV-01412,Salida,KL582,1,2026-03-03,R/I,LIFAN MUNI MALAGUEÑO TALLER,
MOV-01413,Salida,88290014-486,2,2026-03-04,Rº18756,ESTANCIA SAN RAMON S.A,MATIAS
MOV-01414,Salida,02250194-922,1,2026-03-04,Rº18751,AGROMANI S.A,MATIAS
MOV-01415,Salida,02250194-924,1,2026-03-04,,AGROMANI S.A,MATIAS
MOV-01416,Salida,MR372,1,2026-03-04,,AM CORDOBA/MONTANA,MATIAS
MOV-01417,Salida,OC90,1,2026-03-04,,AM CORDOBA/MONTANA,MATIAS
MOV-01418,Salida,02250164-606,1,2026-03-04,,CUATRO ASES,DIEGO
MOV-01419,Salida,02250196-470,2,2026-03-05,Rº18759,PLASTICOS BOULEVARES S.R.L,MATIAS
MOV-01420,Salida,250025-526,1,2026-03-05,Rº18760,GUALCO S.A,MATIAS
MOV-01421,Salida,250022-669,5,2026-03-06,Rº18762,AKRON S.A,MATIAS
MOV-01422,Salida,250025-526,1,2026-03-06,,AKRON S.A,MATIAS
MOV-01423,Salida,270009-081,1,2026-03-06,,AKRON S.A,MATIAS
MOV-01424,Salida,270009-082,1,2026-03-06,,AKRON S.A,MATIAS
MOV-01425,Salida,02250137-895,2,2026-03-06,,AKRON S.A,MATIAS
MOV-01426,Salida,250025-525,2,2026-03-06,,AKRON S.A,MATIAS
MOV-01427,Salida,040899RA,2,2026-03-06,,AKRON S.A,MATIAS
MOV-01428,Salida,88290014-484,2,2026-03-06,,AKRON S.A,MATIAS
MOV-01429,Salida,88290014-486,2,2026-03-06,,AKRON S.A,MATIAS
MOV-01430,Salida,88290015-049,2,2026-03-06,,AKRON S.A,MATIAS
MOV-01431,Salida,02250193-572,1,2026-03-06,,AKRON S.A,MATIAS
MOV-01432,Salida,02250193-594,1,2026-03-06,,AKRON S.A,MATIAS
MOV-01433,Salida,02250100-755,1,2026-03-09,R/I,ROGGIO FERROINDUSTRIAL SERVICIO,MATIAS
MOV-01434,Salida,02250100-756,1,2026-03-09,,ROGGIO FERROINDUSTRIAL SERVICIO,MATIAS
MOV-01435,Salida,250025-526,1,2026-03-09,,ROGGIO FERROINDUSTRIAL SERVICIO,MATIAS
MOV-01436,Salida,EF443,1,2026-03-09,,ROGGIO FERROINDUSTRIAL SERVICIO,MATIAS
MOV-01437,Salida,EF436,1,2026-03-09,,ROGGIO FERROINDUSTRIAL SERVICIO,MATIAS
MOV-01438,Salida,02250100-042,1,2026-03-10,R/I,ROGGIO FERROINDUSTRIAL SERVICIO,MATIAS
MOV-01439,Salida,049905RA,1,2026-03-10,,ROGGIO FERROINDUSTRIAL SERVICIO,MATIAS
MOV-01440,Salida,250031-438,1,2026-03-10,,ROGGIO FERROINDUSTRIAL SERVICIO,MATIAS
MOV-01441,Salida,HAD-20B,4,2026-03-10,Rº18766,MACCHIAROLA S.A,MATIAS
MOV-01442,Salida,250032-482,1,2026-03-11,Rº18765,MANISUR S.A,MATIAS
MOV-01443,Salida,250019-451,1,2026-03-11,R/I,ROGGIO FERROINDUSTRIAL SERVICIO,DAVID
MOV-01444,Salida,OC90,1,2026-03-12,R/I,VALERIA CONTRERAS,MATIAS
MOV-01445,Salida,OC196,1,2026-03-12,R/I,MATIAS SANTUCHO,MATIAS
MOV-01446,Salida,KL238/D,1,2026-03-12,,MATIAS SANTUCHO,MATIAS
MOV-01447,Salida,LX2643,1,2026-03-12,,MATIAS SANTUCHO,MATIAS
MOV-01448,Salida,KIT WEGA,1,2026-03-12,R/I,MANUEL,MANUEL
MOV-01449,Salida,250022-669,2,2026-03-13,Rº18768,CORBLOCK S.A.I.C,MATIAS
MOV-01450,Salida,250031-771,2,2026-03-13,Rº18770,BIOFARMA S.A,MATIAS
MOV-01451,Salida,194-918,1,2026-03-16,R/I,VULCANO,MATIAS
MOV-01452,Salida,194-916,1,2026-03-16,,VULCANO,MATIAS
MOV-01453,Salida,02250193-591,1,2026-03-16,,VULCANO,MATIAS
MOV-01454,Salida,02250193-569,1,2026-03-16,,VULCANO,MATIAS
MOV-01455,Salida,02250110-988,1,2026-03-16,,VULCANO,MATIAS
MOV-01456,Salida,ML1280,1,2026-03-16,R/I,SANTIAGO VERDU,MATIAS
MOV-01457,Salida,ML3349,1,2026-03-16,,SANTIAGO VERDU,MATIAS
MOV-01458,Salida,ML5052,2,2026-03-16,,SANTIAGO VERDU,MATIAS
MOV-01459,Salida,02250222-783,1,2026-03-17,Rº18769,LAVIMAR S.A,MATIAS
MOV-01460,Salida,88290015-567,3,2026-03-17,Rº18774,BIOFARMA S.A,MATIAS
MOV-01461,Salida,02250215-621,1,2026-03-17,,BIOFARMA S.A,MATIAS
MOV-01462,Salida,02250078-031,1,2026-03-17,Rº18773,VIAL RG S.A,MATIAS
MOV-01463,Salida,02250193-594,1,2026-03-18,R/I,ORTIZ Y CIA (SERVICIO),DAVID
MOV-01464,Salida,02250193-572,1,2026-03-18,,ORTIZ Y CIA (SERVICIO),DAVID
MOV-01465,Salida,LF3349,1,2026-03-18,,ORTIZ Y CIA (SERVICIO),DAVID
MOV-01466,Salida,FS1275,1,2026-03-18,,ORTIZ Y CIA (SERVICIO),DAVID
MOV-01467,Salida,FF5052,1,2026-03-18,,ORTIZ Y CIA (SERVICIO),DAVID
MOV-01468,Salida,0140-4318,1,2026-03-18,,ORTIZ Y CIA (SERVICIO),DAVID
MOV-01469,Salida,0140-4317,1,2026-03-18,,ORTIZ Y CIA (SERVICIO),DAVID
MOV-01470,Salida,FF5079,1,2026-03-18,,ORTIZ Y CIA (SERVICIO),DAVID
MOV-01471,Salida,88290015-567,1,2026-03-18,Rº18777,SIMON HERMANOS S.A,MATIAS
MOV-01472,Salida,88290014-485,1,2026-03-18,,SIMON HERMANOS S.A,MATIAS
MOV-01473,Salida,88290015-049,1,2026-03-18,,SIMON HERMANOS S.A,MATIAS
MOV-01474,Salida,88290014-486,1,2026-03-18,,SIMON HERMANOS S.A,MATIAS
MOV-01475,Salida,250022-669,1,2026-03-18,,SIMON HERMANOS S.A,MATIAS
MOV-01476,Salida,4360371,1,2026-03-19,Rº18780,VOLSKWAGEN ARGENTINA S.A,MATIAS
MOV-01477,Salida,02250125-372,4,2026-03-19,Rº18779,NUEVA ACEITERA TICINO S.A,MATIAS
MOV-01478,Salida,02250155-709,4,2026-03-19,,NUEVA ACEITERA TICINO S.A,MATIAS
MOV-01479,Salida,02250215-617,2,2026-03-19,,NUEVA ACEITERA TICINO S.A,MATIAS
MOV-01480,Salida,02250125-372,6,2026-03-19,Rº18778,LORENZATI RUETSCH Y CIA S.A,MATIAS
MOV-01481,Salida,02250155-709,6,2026-03-19,,LORENZATI RUETSCH Y CIA S.A,MATIAS
MOV-01482,Salida,02250215-617,2,2026-03-19,,LORENZATI RUETSCH Y CIA S.A,MATIAS
MOV-01483,Salida,02250137-895,4,2026-03-19,Rº18775,JUAN BLANGINO S.A,MATIAS
MOV-01484,Salida,02250215-621,2,2026-03-19,Rº18781,AGROMANI S.A,MATIAS
MOV-01485,Salida,02250057-036,1,2026-03-19,R/I,PRIMER PREMIO (SERV),HUGO
MOV-01486,Salida,HR30204J,2,2026-03-19,R/I,KHATE,DIEGO
MOV-01487,Salida,322026/VA938,1,2026-03-19,,KHATE,DIEGO
MOV-01488,Salida,NU 2206 ECP/C3,1,2026-03-19,,KHATE,DIEGO
MOV-01489,Salida,02250069-073,1,2026-03-19,,KHATE,DIEGO
MOV-01490,Salida,88290015-567,1,2026-03-23,R/I,KHATE,HUGO
MOV-01491,Salida,88290014-484,1,2026-03-23,,KHATE,HUGO
MOV-01492,Salida,88290014-485,1,2026-03-23,,KHATE,HUGO
MOV-01493,Salida,CORREAS (XPZ1212),3,2026-03-23,,KHATE,HUGO
MOV-01494,Salida,250022-669,1,2026-03-25,Rº,METALURGICA ROMA S.A,DAVID
MOV-01495,Salida,6205-2Z/C3,1,2026-03-23,R/I,FH,DARIO
MOV-01496,Salida,6204-2C/C3,1,2026-03-23,,FH,DARIO
MOV-01497,Salida,6312-2rs1/c3,1,2026-03-23,,FH,DARIO
MOV-01498,Salida,6212-2z/c3,1,2026-03-23,,FH,DARIO
MOV-01499,Salida,02250137-895,1,2026-03-25,Rº18782,INDUSTRIA CORMETAL S.A.,MATIAS
MOV-01500,Salida,250025-525,2,2026-03-25,,INDUSTRIA CORMETAL S.A.,MATIAS
MOV-01501,Salida,040899RA,2,2026-03-25,,INDUSTRIA CORMETAL S.A.,MATIAS
MOV-01502,Salida,02250125-372,1,2026-03-25,R/I,PRIMER PREMIO (SERV),JUAN
MOV-01503,Salida,02250155-709,1,2026-03-25,,PRIMER PREMIO (SERV),JUAN
MOV-01504,Salida,02250215-617,1,2026-03-25,,PRIMER PREMIO (SERV),JUAN
MOV-01505,Salida,250032-482,1,2026-03-26,Rº18784,ALL PACK S.A,MATIAS
MOV-01506,Salida,02250215-621,1,2026-03-26,Rº18783,TIT CAN GROSS S.A,MATIAS
MOV-01507,Salida,FF-560 R/S,1,2026-03-26,R/I,MUNI MALAGUEÑO SERV TALLER,MATIAS
MOV-01508,Salida,AL47014,1,2026-03-26,,MUNI MALAGUEÑO SERV TALLER,MATIAS
MOV-01509,Salida,AA2366,1,2026-03-26,,MUNI MALAGUEÑO SERV TALLER,MATIAS
MOV-01510,Salida,02250215-617,1,2026-03-27,R/I,MANUEL,MANUEL
MOV-01511,Salida,02250175-062,1,2026-03-27,Rº18786,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01512,Salida,02250175-063,2,2026-03-27,,FUNDICIÓN ARIENTE S.A.I.C,MATIAS
MOV-01513,Salida,02250168-053,1,2026-03-26,Rº18785,DIMAFLO,MATIAS
MOV-01514,Salida,02250168-084,1,2026-03-26,,DIMAFLO,MATIAS
MOV-01515,Salida,02250155-709,1,2026-03-26,R/I,FRONTERA LIVING,DIEGO
MOV-01516,Salida,02250127-684,1,2026-03-26,,FRONTERA LIVING,DIEGO
MOV-01517,Salida,02250215-621,1,2026-03-26,,FRONTERA LIVING,DIEGO
MOV-01518,Salida,S081005/001,4,2026-03-27,Rº18787,MARINELLI S.A,MATIAS
MOV-01519,Salida,A41018-B&L,1,2026-03-30,Rº18788,SAPYC S.R.L,MATIAS
MOV-01520,Salida,88290014-485,1,2026-03-30,R/I,DVR,DAVID
MOV-01521,Salida,88290015-567,1,2026-03-30,,DVR,DAVID
MOV-01522,Salida,250025-525,1,2026-03-30,R/I,MAQUINA FLOTA VERDU,DIEGO
MOV-01523,Salida,250005-185,2,2026-03-30,,MAQUINA FLOTA VERDU,DIEGO
MOV-01524,Salida,40899,1,2026-03-30,,MAQUINA FLOTA VERDU,DIEGO
MOV-01525,Salida,02250137-895,1,2026-03-30,,MAQUINA FLOTA VERDU,DIEGO
MOV-01526,Salida,C635-0011-01,1,2026-03-31,,BOLSA DE CEREALES,MATIAS
MOV-01527,Salida,02250127-684,1,2026-03-31,Rº18789,GA.BE.BA.DI S.R.L,MATIAS
MOV-01528,Salida,LF4054,1,2026-03-31,R/I,RETRO PALA BULL MUNI,MATIAS
MOV-01529,Salida,EF-8033R,1,2026-03-31,,RETRO PALA BULL MUNI,MATIAS
MOV-01530,Salida,EF-8034R,1,2026-03-31,,RETRO PALA BULL MUNI,MATIAS
MOV-01531,Salida,42582,1,2026-03-31,Rº18790,OSCAR SCORZA EQUIPOS Y SERVICIOS S.R.L,MATIAS
MOV-01532,Salida,LF9009,4,2026-04-01,Rº18791,ACEITERA GENERAL DEHEZA S.A,MATIAS
MOV-01533,Salida,WF2076,4,2026-04-01,,ACEITERA GENERAL DEHEZA S.A,MATIAS
MOV-01534,Salida,FF5580,4,2026-04-01,,ACEITERA GENERAL DEHEZA S.A,MATIAS
MOV-01535,Salida,FS19732,4,2026-04-01,,ACEITERA GENERAL DEHEZA S.A,MATIAS
MOV-01536,Salida,A41018-B&L,1,2026-04-01,Rº18792,GIGANTE MAURICIO IGNACIO,MATIAS
MOV-01537,Salida,LB55,1,2026-04-01,R/I,MARIO SANDIANO HONDA FIT,MATIAS
MOV-01538,Salida,KC637D,1,2026-04-01,R/I,AM CORDOBA IVECO,MATIAS
MOV-01539,Salida,OC502,1,2026-04-01,,AM CORDOBA IVECO,MATIAS
MOV-01540,Salida,KC440/KC188,1,2026-04-01,,AM CORDOBA IVECO,MATIAS
MOV-01541,Salida,LX1070,1,2026-04-01,,AM CORDOBA IVECO,MATIAS
MOV-01542,Salida,LXS261,1,2026-04-01,,AM CORDOBA IVECO,MATIAS
MOV-01543,Salida,oc90,1,2026-04-01,R/I,VALERIA CONTRERAS,MATIAS
MOV-01544,Salida,MDH286,1,2026-04-01,,VALERIA CONTRERAS,MATIAS
MOV-01545,Salida,88290014-484,1,2026-04-01,R/I,KHATE/TALLER,-
MOV-01546,Salida,02250078-031,2,2026-04-06,Rº18795,"ROMERO, PABLO JAVIER",MATIAS
MOV-01547,Salida,250028-032,2,2026-04-06,,"ROMERO, PABLO JAVIER",MATIAS
MOV-01548,Salida,88290014-484,4,2026-04-01,Rº18793,KHATE S.A,-
MOV-01549,Salida,88290014-485,4,2026-04-01,,KHATE S.A,-
MOV-01550,Salida,AH19037-FLE,1,2026-04-07,Pº36530,AGD,MARCELO
MOV-01551,Salida,LF3000-FLE,1,2026-04-07,,AGD,MARCELO
MOV-01552,Salida,WF2073-FLE,1,2026-04-07,,AGD,MARCELO
MOV-01553,Salida,FF5052-FLE,1,2026-04-07,,AGD,MARCELO
MOV-01554,Salida,FS1280-FLE,1,2026-04-07,,AGD,MARCELO
MOV-01555,Salida,02250137-895,1,2026-04-07,Pº36448,PRODEMAN,MARCELO
MOV-01556,Salida,02250196-470,1,2026-04-07,,PRODEMAN,MARCELO
MOV-01557,Salida,02250193-573,1,2026-04-07,Rº18803,MOLINOS CAÑUELAS,MARCELO
MOV-01558,Salida,02250193-595,1,2026-04-07,Rº18804,MOLINOS CAÑUELAS,MARCELO
MOV-01559,Salida,250022-669,1,2026-04-06,Rº18796,MOLINOS FLORENCIA S.A.U,MATIAS
MOV-01560,Salida,02250168-053,1,2026-04-06,,MOLINOS FLORENCIA S.A.U,MATIAS
MOV-01561,Salida,02250168-084,1,2026-04-06,,MOLINOS FLORENCIA S.A.U,MATIAS
MOV-01562,Salida,´045672,1,2026-04-06,R/I,EQUIPO DE FLOTA,MATIAS
MOV-01563,Salida,02250193-535,2,2026-04-06,Rº18798,REFINERIA DEL CENTRO S.A,MATIAS
MOV-01564,Salida,250017-280,1,2026-04-06,Rº18800,LORENZATI RUETSCH Y CIA S.A,MATIAS
MOV-01565,Salida,42582,1,2026-04-07,R/I,COOPERATIVA ARROYO CABRAL(GARANTIA),MARCELO
MOV-01566,Salida,02250196-470,2,2026-04-07,Rº18802,AGROMANI S.A,MATIAS
MOV-01567,Salida,02250215-621,1,2026-04-07,Rº18801,INDUSTRIA LAM S.A,MATIAS
MOV-01568,Salida,250022-669,1,2026-04-07,,INDUSTRIA LAM S.A,MATIAS
MOV-01569,Salida,02250218-885,1,2026-04-08,Rº18805,MOLINOS FLORENCIA S.A.U,MATIAS
MOV-01570,Salida,OC1009,1,2026-04-08,R/I,AUTOELEVADOR COMAR,MATIAS
MOV-01571,Salida,KC182,1,2026-04-08,,AUTOELEVADOR COMAR,MATIAS
MOV-01572,Salida,LXS40/1,1,2026-04-08,,AUTOELEVADOR COMAR,MATIAS
MOV-01573,Salida,LX200,1,2026-04-08,,AUTOELEVADOR COMAR,MATIAS
MOV-01574,Salida,179-9806,1,2026-04-09,R/I,AM CORDOBA CAT,MATIAS
MOV-01575,Salida,45672,1,2026-04-09,R/I,FLOTA TALLER,MATIAS
MOV-01576,Salida,40146,2,2026-04-09,R/I,FLOTA TALLER,MATIAS
MOV-01577,Salida,270009-082,3,2026-04-09,Rº18806,SERVAGROP HDO S.A,MATIAS
MOV-01578,Salida,250025-526,3,2026-04-09,,SERVAGROP HDO S.A,MATIAS
MOV-01579,Salida,88290015-049,2,2026-04-09,,SERVAGROP HDO S.A,MATIAS
MOV-01580,Salida,AF-1855,1,2026-04-09,R/I,CLARO / TALLER,MATIAS
MOV-01581,Salida,1001186466-JLG,1,2026-04-10,Rº18807,GEORGALOS HNOS S.A.I.C.A,MATIAS
MOV-01582,Salida,02250100-755,1,2026-04-10,Rº18810,FRIGORIFICO GENERAL DEHEZA S.A,MATIAS
MOV-01583,Salida,02250100-756,1,2026-04-10,,FRIGORIFICO GENERAL DEHEZA S.A,MATIAS
MOV-01584,Salida,250025-526,1,2026-04-10,,FRIGORIFICO GENERAL DEHEZA S.A,MATIAS
MOV-01585,Salida,270009-102 (EF-443),1,2026-04-10,,FRIGORIFICO GENERAL DEHEZA S.A,MATIAS
MOV-01586,Salida,270009-103 (EF-436),1,2026-04-10,,FRIGORIFICO GENERAL DEHEZA S.A,MATIAS
MOV-01587,Salida,KC24,1,2026-04-10,R/I,SUARES PERIMETRALES (FORD 4000),MATIAS
MOV-01588,Salida,ML3349,1,2026-04-10,,SUARES PERIMETRALES (FORD 4000),MATIAS
MOV-01589,Salida,250041-801,1,2026-04-13,Rº18813,RUKAWE S.A,MATIAS
MOV-01590,Salida,AC763/4,1,2026-04-13,R/I,HILUX GASTON LUNA,
MOV-01591,Salida,AL28/1,1,2026-04-13,,HILUX GASTON LUNA,
MOV-01592,Salida,HLP2206,1,2026-04-13,,HILUX GASTON LUNA,
MOV-01593,Salida,02250215-621,2,,R/I,FIRENZE,DAVID
MOV-01594,Salida,02250127-684,1,,,FIRENZE,DAVID
MOV-01595,Salida,250022-669,1,,,FIRENZE,DAVID
MOV-01596,Salida,88290014-484,2,2026-04-14,Rº18815,AGROIMPERIO S.R.L,MATIAS
MOV-01597,Salida,88290014-485,2,2026-04-14,,AGROIMPERIO S.R.L,MATIAS
